paper,title,room,category
1694,Transformer brain encoders explain human high-level visual responses,Room 2,neuroscience_and_cognitive_science
1695,Posterior Contraction for Sparse Neural Networks in Besov Spaces with Intrinsic Dimensionality,Room 6,theory
1696,SpectraLDS: Provable Distillation for Linear Dynamical Systems,Room 4,general_machine_learning
1697,Aha! - Predicting What Matters Next: Online Highlight Detection Without Looking Ahead,Room 5,deep_learning
1698,SolverLLM: Leveraging Test-Time Scaling for Optimization Problem via LLM-Guided Search,Room 3,deep_learning
1699,Test Time Scaling for Neural Processes,Room 6,probabilistic_methods
1700,Stackelberg Learning with Outcome-based Payment,Room 6,theory
1701,Fast and Fluent Diffusion Language Models via Convolutional Decoding and Rejective Fine-tuning,Room 11,deep_learning
1702,Breaking the Frozen Subspace: Importance Sampling for Low-Rank Optimization in LLM Pretraining,Room 7,deep_learning
1703,Understanding the Evolution of the Neural Tangent Kernel at the Edge of Stability,Room 6,deep_learning
1704,Machine Unlearning in 3D Generation: A Perspective-Coherent Acceleration Framework,Room 2,social_and_economic_aspects_of_machine_learning
1705,Any Large Language Model Can Be a Reliable Judge: Debiasing with a Reasoning-based Bias Detector,Room 8,deep_learning
1706,VIPAMIN: Visual Prompt Initialization via Embedding Selection and Subspace Expansion,Room 8,deep_learning
1707,GST-UNet: A Neural Framework for Spatiotemporal Causal Inference with Time-Varying Confounding,Room 1,probabilistic_methods
1708,Coupled Data and Measurement Space Dynamics for Enhanced Diffusion Posterior Sampling,Room 12,deep_learning
1709,MoBA: Mixture of Block Attention for Long-Context LLMs,Room 12,deep_learning
1710,Convergence Theorems for Entropy-Regularized and Distributional Reinforcement Learning,Room 4,reinforcement_learning
1711,Robust Contextual Pricing,Room 4,theory
1712,DERD-Net: Learning Depth from Event-based Ray Densities,Room 5,applications
1713,QiMeng-MuPa: Mutual-Supervised Learning for Sequential-to-Parallel Code Translation,Room 9,applications
1714,Improved Regret and Contextual Linear Extension for Pandora's Box and Prophet Inequality,Room 1,theory
1715,Tackling Feature-Classifier Mismatch in Federated Learning via Prompt-Driven Feature Transformation,Room 10,general_machine_learning
1716,What Matters in Data for DPO?,Room 11,deep_learning
1717,List-Level Distribution Coupling with Applications to Speculative Decoding and Lossy Compression,Room 4,probabilistic_methods
1718,Beyond Expectations: Quantile-Guided Alignment for Risk-Calibrated Language Models,Room 11,social_and_economic_aspects_of_machine_learning
1719,Multiscale guidance of protein structure prediction with heterogeneous cryo-EM data,Room 1,machine_learning_for_sciences
1720,On Fairness of Unified Multimodal Large Language Model for Image Generation,Room 3,social_and_economic_aspects_of_machine_learning
1721,Delving into Large Language Models for Effective Time-Series Anomaly Detection,Room 8,applications
1722,REP: Resource-Efficient Prompting for Rehearsal-Free Continual Learning,Room 2,deep_learning
1723,Stochastic Regret Guarantees for Online Zeroth- and First-Order Bilevel Optimization,Room 4,general_machine_learning
1724,Embedding Principle of Homogeneous Neural Network for Classification Problem,Room 4,deep_learning
1725,"Principled Fine-tuning of LLMs from User-Edits: A Medley of Preference, Supervision, and Reward",Room 9,reinforcement_learning
1726,WeatherPrompt: Multi-modality Representation Learning for All-Weather Drone Visual Geo-Localization,Room 5,reinforcement_learning
1727,Automatic Visual Instrumental Variable Learning for Confounding-Resistant Domain Generalization,Room 3,general_machine_learning
1728,DISCO: Disentangled Communication Steering for Large Language Models,Room 9,deep_learning
1729,Equi-mRNA: Protein Translation Equivariant Encoding for mRNA Language Models,Room 7,machine_learning_for_sciences
1730,Active Target Discovery under Uninformative Priors: The Power of Permanent and Transient Memory,Room 3,general_machine_learning
1731,TS-RAG: Retrieval-Augmented Generation based Time Series Foundation Models are Stronger Zero-Shot Forecaster,Room 8,deep_learning
1732,VPO: Reasoning Preferences Optimization Based on $\mathcal{V}$-Usable Information,Room 10,deep_learning
1733,MoCha: Towards Movie-Grade Talking Character Generation,Room 2,applications
1734,"EUGens: Efficient, Unified and General Dense Layers",Room 2,probabilistic_methods
1735,Simultaneous Modeling of Protein Conformation and Dynamics via Autoregression,Room 4,machine_learning_for_sciences
1736,A Minimalistic Unified Framework for Incremental Learning across Image Restoration Tasks,Room 2,applications
1737,High-order Interactions Modeling for Interpretable Multi-Agent Q-Learning,Room 12,reinforcement_learning
1738,PDPO: Parametric Density Path Optimization,Room 4,deep_learning
1739,Stable Minima of ReLU Neural Networks Suffer from the Curse of Dimensionality: The Neural Shattering Phenomenon,Room 4,deep_learning
1740,Regret Analysis of Average-Reward Unichain MDPs via an Actor-Critic Approach,Room 4,reinforcement_learning
1741,Learning Repetition-Invariant Representations for Polymer Informatics,Room 2,machine_learning_for_sciences
1742,Online Feedback Efficient Active Target Discovery in Partially Observable Environments,Room 3,general_machine_learning
1743,Fisher meets Feynman: score-based variational inference with a product of experts,Room 6,probabilistic_methods
1744,Private Zeroth-Order Optimization with Public Data,Room 10,social_and_economic_aspects_of_machine_learning
1745,Ada-R1: Hybrid-CoT via Bi-Level Adaptive Reasoning Optimization,Room 10,deep_learning
1746,Handling Missing Responses under Cluster Dependence with Applications to Language Model Evaluation,Room 3,probabilistic_methods
1747,What Happens During the Loss Plateau? Understanding Abrupt Learning in Transformers,Room 3,deep_learning
1748,Role-aware Multi-agent Reinforcement Learning for Coordinated Emergency Traffic Control,Room 2,reinforcement_learning
1749,A Single-Loop First-Order Algorithm for Linearly Constrained Bilevel Optimization,Room 4,optimization
1750,Towards Straggler-Resilient Split Federated Learning: An Unbalanced Update Approach,Room 10,optimization
1751,Amortized Sampling with Transferable Normalizing Flows,Room 4,machine_learning_for_sciences
1752,VisualLens: Personalization through Task-Agnostic Visual History,Room 2,applications
1753,Mitigating the Privacy–Utility Trade-off in Decentralized Federated Learning via f-Differential Privacy,Room 10,social_and_economic_aspects_of_machine_learning
1754,OSVI-WM: One-Shot Visual Imitation for Unseen Tasks using World-Model-Guided Trajectory Generation,Room 12,reinforcement_learning
1755,Leveraging semantic similarity for experimentation with AI-generated treatments,Room 7,probabilistic_methods
1756,InfiGFusion: Graph-on-Logits Distillation via Efficient Gromov-Wasserstein for Model Fusion,Room 1,deep_learning
1757,Localized Data Shapley: Accelerating Valuation for Nearest Neighbor Algorithms,Room 3,general_machine_learning
1758,Mitigating Instability in High Residual Adaptive Sampling for PINNs via Langevin Dynamics,Room 6,machine_learning_for_sciences
1759,Spectral Estimation with Free Decompression,Room 12,probabilistic_methods
1760,Understanding and Improving Fast Adversarial Training against $l_0$ Bounded Perturbations,Room 10,social_and_economic_aspects_of_machine_learning
1761,Self-Adapting Language Models,Room 8,deep_learning
1762,From Noise to Narrative: Tracing the Origins of Hallucinations in Transformers,Room 8,social_and_economic_aspects_of_machine_learning
1763,Near-Optimal Sample Complexity for Online Constrained MDPs,Room 4,theory
1764,VGGT-SLAM: Dense RGB SLAM Optimized on the SL(4) Manifold,Room 9,applications
1765,Shapley-Based Data Valuation for Weighted $k$-Nearest Neighbors,Room 3,general_machine_learning
1766,Closed-Form Training Dynamics Reveal Learned Features and Linear Structure in Word2Vec-like Models,Room 7,theory
1767,Few-Shot Knowledge Distillation of LLMs With Counterfactual Explanations,Room 3,deep_learning
1768,Self supervised learning for in vivo localization of microelectrode arrays using raw local field potential,Room 2,neuroscience_and_cognitive_science
1769,"A Scalable, Causal, and Energy Efficient Framework for Neural Decoding with Spiking Neural Networks",Room 12,neuroscience_and_cognitive_science
1770,Generative Graph Pattern Machine,Room 3,deep_learning
1771,Fantastic Features and Where to Find Them: A Probing Method to combine Features from Multiple Foundation Models,Room 8,deep_learning
1772,Structured Spectral Reasoning for Frequency-Adaptive Multimodal Recommendation,Room 2,applications
1773,Simplicity Prevails: Rethinking Negative Preference Optimization for LLM Unlearning,Room 9,social_and_economic_aspects_of_machine_learning
1774,CAR-Flow: Condition-Aware Reparameterization Aligns Source and Target for Better Flow Matching,Room 6,deep_learning
1775,Technical Debt in In-Context Learning: Diminishing Efficiency in Long Context,Room 7,deep_learning
1776,Causality-Induced Positional Encoding for Transformer-Based Representation Learning of Non-Sequential Features,Room 3,machine_learning_for_sciences
1777,Training-Free Constrained Generation With Stable Diffusion Models,Room 4,deep_learning
1778,Individual Fairness In Strategic Classification,Room 9,social_and_economic_aspects_of_machine_learning
1779,"Comparator-Adaptive $\Phi$-Regret: Improved Bounds, Simpler Algorithms, and Applications to Games",Room 1,theory
1780,Power Lines: Scaling laws for weight decay and batch size in LLM pre-training,Room 4,deep_learning
1781,Identifying interactions across brain areas while accounting for individual-neuron dynamics with a Transformer-based variational autoencoder,Room 8,neuroscience_and_cognitive_science
1782,Optimal community detection in dense bipartite graphs,Room 4,theory
1783,Generator-Mediated Bandits: Thompson Sampling for GenAI-Powered Adaptive Interventions,Room 12,reinforcement_learning
1784,Remarkable Robustness of LLMs: Stages of Inference?,Room 8,deep_learning
1785,Partial Correlation Network Estimation by Semismooth Newton Methods,Room 6,optimization
1786,Uncoupled and Convergent Learning in Monotone Games under Bandit Feedback,Room 10,optimization
1787,Learning Without Augmenting: Unsupervised Time Series Representation Learning via Frame Projections,Room 2,general_machine_learning
1788,Conformal Prediction Beyond the Horizon: Distribution-Free Inference for Policy Evaluation,Room 11,reinforcement_learning
1789,X-Field: A Physically Informed Representation for 3D X-ray Reconstruction,Room 1,applications
1790,Distillation Robustifies Unlearning,Room 9,social_and_economic_aspects_of_machine_learning
1791,Deep Tree Tensor Networks,Room 1,deep_learning
1792,BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,Room 2,machine_learning_for_sciences
1793,SimWorld: An Open-ended Simulator for Agents in Physical and Social Worlds,Room 3,applications
1794,"Aligning Evaluation with Clinical Priorities: Calibration, Label Shift, and Error Costs",Room 1,evaluation
1795,Heterogeneous Graph Transformers for Simultaneous Mobile Multi-Robot Task Allocation and Scheduling under Temporal Constraints,Room 1,optimization
1796,SimWorld-Robotics: Synthesizing Photorealistic and Dynamic Urban Environments for Multimodal Robot Navigation and Collaboration,Room 9,applications
1797,Anti-Aliased 2D Gaussian Splatting,Room 9,applications
1798,SPOT-Trip: Dual-Preference Driven Out-of-Town Trip Recommendation,Room 7,deep_learning
1799,Bootstrap Off-policy with World Model,Room 12,reinforcement_learning
1800,A Data-Driven Prism: Multi-View Source Separation with Diffusion Model Priors,Room 4,deep_learning
1801,Two‑Stage Learning of Stabilizing Neural Controllers via Zubov Sampling and Iterative Domain Expansion,Room 4,general_machine_learning
1802,Informed Correctors for Discrete Diffusion Models,Room 11,deep_learning
1803,Conformal Prediction for Ensembles: Improving Efficiency via Score-Based Aggregation,Room 11,probabilistic_methods
1804,From Programs to Poses: Factored Real-World Scene Generation via Learned Program Libraries,Room 2,applications
1805,Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,Room 3,social_and_economic_aspects_of_machine_learning
1806,On Union-Closedness of Language Generation,Room 1,theory
1807,Combining Cost Constrained Runtime Monitors for AI Safety,Room 1,social_and_economic_aspects_of_machine_learning
1808,Normalization in Attention Dynamics,Room 1,theory
1809,Is Your Diffusion Model Actually Denoising?,Room 6,deep_learning
1810,The Complexity of Symmetric Equilibria in Min-Max Optimization and Team Zero-Sum Games,Room 10,theory
1811,Knowing When to Stop: Efficient Context Processing via Latent Sufficiency Signals,Room 7,deep_learning
1812,The Complexity of Finding Local Optima in Contrastive Learning,Room 1,theory
1813,From Flat to Hierarchical: Extracting Sparse Representations with Matching Pursuit,Room 4,social_and_economic_aspects_of_machine_learning
1814,Parallelizing MCMC Across the Sequence Length,Room 4,probabilistic_methods
1815,Revisiting Bi-Linear State Transitions in Recurrent Neural Networks,Room 4,deep_learning
1816,On Traceability in $\ell_p$ Stochastic Convex Optimization,Room 4,theory
1817,A Unified Framework for Fair Graph Generation: Theoretical Guarantees and Empirical Advances,Room 1,social_and_economic_aspects_of_machine_learning
